Artist,Album,Track,Year,Genre,Duration (min)
Frank Zappa,Meat Light: The Uncle Meat Project / Object,King Kong,2016,Rock,10.78
Captain Beefheart & His Magic Band,Grow Fins: Rarities 1965-1982,Hair Pie: Bake 1,1999,Rock,5.06
Soft Machine,Third,Moon In June,1970,Rock,19.12
Peter Hammill,Nadir's Big Chance,Nadir's Big Chance,1975,Rock,3.56
Van Der Graaf Generator,Pawn Hearts,A Plague of Lighthouse Keepers (Medley),1971,-,23.21
Van Der Graaf Generator,Godbluff,The Sleepwalkers,1975,Rock,10.68
King Crimson,Lizard (Expanded Edition),Lizard: Prince Rupert Awakes / Bolero / The Battle of Glass Tears / Big Top,1970,Prog-Rock/Art Rock,23.33
