Artist,Album,Track,Year,Genre,Duration (min)
Madonna,Music,Music,2000,Pop,3.77
Gwen Stefani,Love. Angel. Music. Baby (Deluxe Version),What You Waiting For?,2004,Pop,3.69
Britney Spears,Blackout (Deluxe Version),Piece of Me,2007,Pop,3.54
Dragonette,Galore,I Get Around,2007,Pop,3.47
The Veronicas,Hook Me Up,Untouched,2007,Pop,4.26
