Artist,Album,Track,Year,Genre,Duration (min)
Plaid,Feorm Falorx,Perspex,2022,Electronic,3.05
Plaid,Feorm Falorx,Cwtchr,2022,Electronic,4.93
Plaid,Feorm Falorx,Nightcrawler (feat. Mason Bee),2022,Electronic,3.99
Plaid,Feorm Falorx,Wide I’s,2022,Electronic,4.38
